uncertainty,scenario,regime,variable,t,value
vxo,one_sigma_supply_shock,combined,aluminium,20,0
vxo,one_sigma_supply_shock,combined,aluminium,21,0
vxo,one_sigma_supply_shock,combined,aluminium,22,0
vxo,one_sigma_supply_shock,combined,aluminium,23,0
vxo,one_sigma_supply_shock,combined,aluminium,24,0
vxo,one_sigma_supply_shock,combined,cocoa,1,0
vxo,one_sigma_supply_shock,combined,cocoa,2,0
vxo,one_sigma_supply_shock,combined,cocoa,3,-0.06111726073959794
vxo,one_sigma_supply_shock,combined,cocoa,4,-0.03695592927959999
vxo,one_sigma_supply_shock,combined,cocoa,5,0.00168014855593334
vxo,one_sigma_supply_shock,combined,cocoa,6,-0.23124552846442628
vxo,one_sigma_supply_shock,combined,cocoa,7,0.23615101728962096
vxo,one_sigma_supply_shock,combined,cocoa,8,-0.03606919310610995
vxo,one_sigma_supply_shock,combined,cocoa,9,0.0127031013457988
vxo,one_sigma_supply_shock,combined,cocoa,10,0.16374374632212096
vxo,one_sigma_supply_shock,combined,cocoa,11,0.05479679908000438
vxo,one_sigma_supply_shock,combined,cocoa,12,0.07400332207345661
vxo,one_sigma_supply_shock,combined,cocoa,13,0
vxo,one_sigma_supply_shock,combined,cocoa,14,0
vxo,one_sigma_supply_shock,combined,cocoa,15,0
vxo,one_sigma_supply_shock,combined,cocoa,16,0
vxo,one_sigma_supply_shock,combined,cocoa,17,0
vxo,one_sigma_supply_shock,combined,cocoa,18,0
vxo,one_sigma_supply_shock,combined,cocoa,19,0
vxo,one_sigma_supply_shock,combined,cocoa,20,0
vxo,one_sigma_supply_shock,combined,cocoa,21,0
vxo,one_sigma_supply_shock,combined,cocoa,22,0
vxo,one_sigma_supply_shock,combined,cocoa,23,0
vxo,one_sigma_supply_shock,combined,cocoa,24,0
vxo,one_sigma_supply_shock,combined,coffee_arabic,1,0
vxo,one_sigma_supply_shock,combined,coffee_arabic,2,0
vxo,one_sigma_supply_shock,combined,coffee_arabic,3,0.01543370264386133
vxo,one_sigma_supply_shock,combined,coffee_arabic,4,0.1483944939732786
vxo,one_sigma_supply_shock,combined,coffee_arabic,5,-0.0181487346291197
vxo,one_sigma_supply_shock,combined,coffee_arabic,6,-0.04874491664481903
vxo,one_sigma_supply_shock,combined,coffee_arabic,7,-0.12823576636053283
vxo,one_sigma_supply_shock,combined,coffee_arabic,8,0.17069822668051288
vxo,one_sigma_supply_shock,combined,coffee_arabic,9,0.1818034539927478
vxo,one_sigma_supply_shock,combined,coffee_arabic,10,-0.11893691560574632
vxo,one_sigma_supply_shock,combined,coffee_arabic,11,-0.07916246210448172
vxo,one_sigma_supply_shock,combined,coffee_arabic,12,0.0532178926600759
vxo,one_sigma_supply_shock,combined,coffee_arabic,13,0
vxo,one_sigma_supply_shock,combined,coffee_arabic,14,0
vxo,one_sigma_supply_shock,combined,coffee_arabic,15,0
vxo,one_sigma_supply_shock,combined,coffee_arabic,16,0
vxo,one_sigma_supply_shock,combined,coffee_arabic,17,0
vxo,one_sigma_supply_shock,combined,coffee_arabic,18,0
vxo,one_sigma_supply_shock,combined,coffee_arabic,19,0
vxo,one_sigma_supply_shock,combined,coffee_arabic,20,0
vxo,one_sigma_supply_shock,combined,coffee_arabic,21,0
vxo,one_sigma_supply_shock,combined,coffee_arabic,22,0
vxo,one_sigma_supply_shock,combined,coffee_arabic,23,0
vxo,one_sigma_supply_shock,combined,coffee_arabic,24,0
vxo,one_sigma_supply_shock,combined,copper,1,0
vxo,one_sigma_supply_shock,combined,copper,2,1
vxo,one_sigma_supply_shock,combined,copper,3,0.48039997145438934
vxo,one_sigma_supply_shock,combined,copper,4,-0.07414249410261924
vxo,one_sigma_supply_shock,combined,copper,5,0.18983017726519577
vxo,one_sigma_supply_shock,combined,copper,6,0.14922046400450867
vxo,one_sigma_supply_shock,combined,copper,7,0.206520280131255
vxo,one_sigma_supply_shock,combined,copper,8,-0.03151866332691872
vxo,one_sigma_supply_shock,combined,copper,9,-0.19647744475631063
vxo,one_sigma_supply_shock,combined,copper,10,-0.10743301315255176
vxo,one_sigma_supply_shock,combined,copper,11,-0.02173090296116034
vxo,one_sigma_supply_shock,combined,copper,12,0.23973152236219952
vxo,one_sigma_supply_shock,combined,copper,13,0
vxo,one_sigma_supply_shock,combined,copper,14,0
vxo,one_sigma_supply_shock,combined,copper,15,0
vxo,one_sigma_supply_shock,combined,copper,16,0
vxo,one_sigma_supply_shock,combined,copper,17,0
vxo,one_sigma_supply_shock,combined,copper,18,0
vxo,one_sigma_supply_shock,combined,copper,19,0
vxo,one_sigma_supply_shock,combined,copper,20,0
vxo,one_sigma_supply_shock,combined,copper,21,0
vxo,one_sigma_supply_shock,combined,copper,22,0
vxo,one_sigma_supply_shock,combined,copper,23,0
vxo,one_sigma_supply_shock,combined,copper,24,0
vxo,one_sigma_supply_shock,combined,cotton_a_indx,1,0
vxo,one_sigma_supply_shock,combined,cotton_a_indx,2,0
vxo,one_sigma_supply_shock,combined,cotton_a_indx,3,0.38442253054983955
vxo,one_sigma_supply_shock,combined,cotton_a_indx,4,-0.03924169506735578
vxo,one_sigma_supply_shock,combined,cotton_a_indx,5,0.04584909745552022
vxo,one_sigma_supply_shock,combined,cotton_a_indx,6,0.13053888153117338
vxo,one_sigma_supply_shock,combined,cotton_a_indx,7,-0.0119001829558742
vxo,one_sigma_supply_shock,combined,cotton_a_indx,8,0.06136003609731746
vxo,one_sigma_supply_shock,combined,cotton_a_indx,9,0.00150018313665117
vxo,one_sigma_supply_shock,combined,cotton_a_indx,10,0.18894403937710483
vxo,one_sigma_supply_shock,combined,cotton_a_indx,11,0.03702396000698741
vxo,one_sigma_supply_shock,combined,cotton_a_indx,12,-0.11569357735435092
vxo,one_sigma_supply_shock,combined,cotton_a_indx,13,0
vxo,one_sigma_supply_shock,combined,cotton_a_indx,14,0
vxo,one_sigma_supply_shock,combined,cotton_a_indx,15,0
vxo,one_sigma_supply_shock,combined,cotton_a_indx,16,0
vxo,one_sigma_supply_shock,combined,cotton_a_indx,17,0
vxo,one_sigma_supply_shock,combined,cotton_a_indx,18,0
vxo,one_sigma_supply_shock,combined,cotton_a_indx,19,0
vxo,one_sigma_supply_shock,combined,cotton_a_indx,20,0
vxo,one_sigma_supply_shock,combined,cotton_a_indx,21,0
vxo,one_sigma_supply_shock,combined,cotton_a_indx,22,0
vxo,one_sigma_supply_shock,combined,cotton_a_indx,23,0
vxo,one_sigma_supply_shock,combined,cotton_a_indx,24,0
vxo,one_sigma_supply_shock,combined,crude_wti,1,0
vxo,one_sigma_supply_shock,combined,crude_wti,2,0
vxo,one_sigma_supply_shock,combined,crude_wti,3,0.29727828350174
vxo,one_sigma_supply_shock,combined,crude_wti,4,0.090107333227068
vxo,one_sigma_supply_shock,combined,crude_wti,5,0.1128102367936934
vxo,one_sigma_supply_shock,combined,crude_wti,6,0.0695453404412773
vxo,one_sigma_supply_shock,combined,crude_wti,7,0.39235693776460856
vxo,one_sigma_supply_shock,combined,crude_wti,8,0.01074376243742179
vxo,one_sigma_supply_shock,combined,crude_wti,9,-0.21609071950262904
vxo,one_sigma_supply_shock,combined,crude_wti,10,-0.2183690015465433
vxo,one_sigma_supply_shock,combined,crude_wti,11,-0.1568405450063083
vxo,one_sigma_supply_shock,combined,crude_wti,12,0.2175685105808928
vxo,one_sigma_supply_shock,combined,crude_wti,13,0
vxo,one_sigma_supply_shock,combined,crude_wti,14,0
vxo,one_sigma_supply_shock,combined,crude_wti,15,0
vxo,one_sigma_supply_shock,combined,crude_wti,16,0
vxo,one_sigma_supply_shock,combined,crude_wti,17,0
vxo,one_sigma_supply_shock,combined,crude_wti,18,0
vxo,one_sigma_supply_shock,combined,crude_wti,19,0
vxo,one_sigma_supply_shock,combined,crude_wti,20,0
vxo,one_sigma_supply_shock,combined,crude_wti,21,0
vxo,one_sigma_supply_shock,combined,crude_wti,22,0
vxo,one_sigma_supply_shock,combined,crude_wti,23,0
vxo,one_sigma_supply_shock,combined,crude_wti,24,0
vxo,one_sigma_supply_shock,combined,gold,1,0
vxo,one_sigma_supply_shock,combined,gold,2,0
vxo,one_sigma_supply_shock,combined,gold,3,-0.10954768573863265
vxo,one_sigma_supply_shock,combined,gold,4,0.04068578332332923
vxo,one_sigma_supply_shock,combined,gold,5,0.14369843334805485
vxo,one_sigma_supply_shock,combined,gold,6,0.17047407706556006
vxo,one_sigma_supply_shock,combined,gold,7,-0.02110377662008245
vxo,one_sigma_supply_shock,combined,gold,8,-0.10927444713054624
vxo,one_sigma_supply_shock,combined,gold,9,-0.14498335595349676
vxo,one_sigma_supply_shock,combined,gold,10,0.0416315836262643
vxo,one_sigma_supply_shock,combined,gold,11,0.0631932626055527
vxo,one_sigma_supply_shock,combined,gold,12,0.11869523204662956
vxo,one_sigma_supply_shock,combined,gold,13,0
vxo,one_sigma_supply_shock,combined,gold,14,0
vxo,one_sigma_supply_shock,combined,gold,15,0
vxo,one_sigma_supply_shock,combined,gold,16,0
vxo,one_sigma_supply_shock,combined,gold,17,0
vxo,one_sigma_supply_shock,combined,gold,18,0
vxo,one_sigma_supply_shock,combined,gold,19,0
vxo,one_sigma_supply_shock,combined,gold,20,0
vxo,one_sigma_supply_shock,combined,gold,21,0
vxo,one_sigma_supply_shock,combined,gold,22,0
vxo,one_sigma_supply_shock,combined,gold,23,0
vxo,one_sigma_supply_shock,combined,gold,24,0
vxo,one_sigma_supply_shock,combined,lead,1,0
vxo,one_sigma_supply_shock,combined,lead,2,0
vxo,one_sigma_supply_shock,combined,lead,3,0.31659334252592025
vxo,one_sigma_supply_shock,combined,lead,4,-0.4161870194363415
vxo,one_sigma_supply_shock,combined,lead,5,0.3064315600436949
vxo,one_sigma_supply_shock,combined,lead,6,-0.03440410418183753
vxo,one_sigma_supply_shock,combined,lead,7,0.19398209619458567
vxo,one_sigma_supply_shock,combined,lead,8,0.1182290569021549
vxo,one_sigma_supply_shock,combined,lead,9,-0.0648263383921683
vxo,one_sigma_supply_shock,combined,lead,10,-0.04417071362989865
vxo,one_sigma_supply_shock,combined,lead,11,-0.1842071239636706
vxo,one_sigma_supply_shock,combined,lead,12,0.09907685537566636
vxo,one_sigma_supply_shock,combined,lead,13,0
vxo,one_sigma_supply_shock,combined,lead,14,0
vxo,one_sigma_supply_shock,combined,lead,15,0
vxo,one_sigma_supply_shock,combined,lead,16,0
vxo,one_sigma_supply_shock,combined,lead,17,0
vxo,one_sigma_supply_shock,combined,lead,18,0
vxo,one_sigma_supply_shock,combined,lead,19,0
vxo,one_sigma_supply_shock,combined,lead,20,0
vxo,one_sigma_supply_shock,combined,lead,21,0
vxo,one_sigma_supply_shock,combined,lead,22,0
vxo,one_sigma_supply_shock,combined,lead,23,0
vxo,one_sigma_supply_shock,combined,lead,24,0
vxo,one_sigma_supply_shock,combined,maize,1,0
vxo,one_sigma_supply_shock,combined,maize,2,0
vxo,one_sigma_supply_shock,combined,maize,3,0.06653214170044608
vxo,one_sigma_supply_shock,combined,maize,4,0.04712820962980257
vxo,one_sigma_supply_shock,combined,maize,5,-0.09625089390349642
vxo,one_sigma_supply_shock,combined,maize,6,-3.759625545446954e-4
vxo,one_sigma_supply_shock,combined,maize,7,0.11433812832680164
vxo,one_sigma_supply_shock,combined,maize,8,-0.0493081300425623
vxo,one_sigma_supply_shock,combined,maize,9,0.07701563668264977
vxo,one_sigma_supply_shock,combined,maize,10,0.07474308396148396
vxo,one_sigma_supply_shock,combined,maize,11,0.04007076152868225
vxo,one_sigma_supply_shock,combined,maize,12,-0.07519645840729354
vxo,one_sigma_supply_shock,combined,maize,13,0
vxo,one_sigma_supply_shock,combined,maize,14,0
vxo,one_sigma_supply_shock,combined,maize,15,0
vxo,one_sigma_supply_shock,combined,maize,16,0
vxo,one_sigma_supply_shock,combined,maize,17,0
vxo,one_sigma_supply_shock,combined,maize,18,0
vxo,one_sigma_supply_shock,combined,maize,19,0
vxo,one_sigma_supply_shock,combined,maize,20,0
vxo,one_sigma_supply_shock,combined,maize,21,0
vxo,one_sigma_supply_shock,combined,maize,22,0
vxo,one_sigma_supply_shock,combined,maize,23,0
vxo,one_sigma_supply_shock,combined,maize,24,0
vxo,one_sigma_supply_shock,combined,ngas_us,1,0
vxo,one_sigma_supply_shock,combined,ngas_us,2,0
vxo,one_sigma_supply_shock,combined,ngas_us,3,0.290473158891372
vxo,one_sigma_supply_shock,combined,ngas_us,4,-0.14582564262173206
vxo,one_sigma_supply_shock,combined,ngas_us,5,0.08171864893721423
vxo,one_sigma_supply_shock,combined,ngas_us,6,-0.00557718949210648
vxo,one_sigma_supply_shock,combined,ngas_us,7,0.25618512377951386
vxo,one_sigma_supply_shock,combined,ngas_us,8,-0.03643230310782317
vxo,one_sigma_supply_shock,combined,ngas_us,9,-0.02493134479600825
vxo,one_sigma_supply_shock,combined,ngas_us,10,0.06392375535543579
vxo,one_sigma_supply_shock,combined,ngas_us,11,-0.10663889449361186
vxo,one_sigma_supply_shock,combined,ngas_us,12,0.0823860680577572
vxo,one_sigma_supply_shock,combined,ngas_us,13,0
vxo,one_sigma_supply_shock,combined,ngas_us,14,0
vxo,one_sigma_supply_shock,combined,ngas_us,15,0
vxo,one_sigma_supply_shock,combined,ngas_us,16,0
vxo,one_sigma_supply_shock,combined,ngas_us,17,0
vxo,one_sigma_supply_shock,combined,ngas_us,18,0
vxo,one_sigma_supply_shock,combined,ngas_us,19,0
vxo,one_sigma_supply_shock,combined,ngas_us,20,0
vxo,one_sigma_supply_shock,combined,ngas_us,21,0
vxo,one_sigma_supply_shock,combined,ngas_us,22,0
vxo,one_sigma_supply_shock,combined,ngas_us,23,0
vxo,one_sigma_supply_shock,combined,ngas_us,24,0
vxo,one_sigma_supply_shock,combined,nickel,1,0
vxo,one_sigma_supply_shock,combined,nickel,2,0
vxo,one_sigma_supply_shock,combined,nickel,3,0.04388483831331547
vxo,one_sigma_supply_shock,combined,nickel,4,-0.01768765286692685
vxo,one_sigma_supply_shock,combined,nickel,5,0.34832440565463024
vxo,one_sigma_supply_shock,combined,nickel,6,0.06900767178735967
vxo,one_sigma_supply_shock,combined,nickel,7,-0.12567044568357497
vxo,one_sigma_supply_shock,combined,nickel,8,0.01156062921995134
vxo,one_sigma_supply_shock,combined,nickel,9,0.10671670675022887
vxo,one_sigma_supply_shock,combined,nickel,10,0.05551526638547138
vxo,one_sigma_supply_shock,combined,nickel,11,-0.1384570872002007
vxo,one_sigma_supply_shock,combined,nickel,12,-0.01793564318901704
vxo,one_sigma_supply_shock,combined,nickel,13,0
vxo,one_sigma_supply_shock,combined,nickel,14,0
vxo,one_sigma_supply_shock,combined,nickel,15,0
vxo,one_sigma_supply_shock,combined,nickel,16,0
vxo,one_sigma_supply_shock,combined,nickel,17,0
vxo,one_sigma_supply_shock,combined,nickel,18,0
vxo,one_sigma_supply_shock,combined,nickel,19,0
vxo,one_sigma_supply_shock,combined,nickel,20,0
vxo,one_sigma_supply_shock,combined,nickel,21,0
vxo,one_sigma_supply_shock,combined,nickel,22,0
vxo,one_sigma_supply_shock,combined,nickel,23,0
vxo,one_sigma_supply_shock,combined,nickel,24,0
vxo,one_sigma_supply_shock,combined,platinum,1,0
vxo,one_sigma_supply_shock,combined,platinum,2,0
vxo,one_sigma_supply_shock,combined,platinum,3,0.5368185197534248
vxo,one_sigma_supply_shock,combined,platinum,4,-0.01832056746965367
vxo,one_sigma_supply_shock,combined,platinum,5,0.10967138455954512
vxo,one_sigma_supply_shock,combined,platinum,6,-0.16814762704092587
vxo,one_sigma_supply_shock,combined,platinum,7,0.06723087180259485
vxo,one_sigma_supply_shock,combined,platinum,8,0.08371468441000178
vxo,one_sigma_supply_shock,combined,platinum,9,-0.04856041773413396
vxo,one_sigma_supply_shock,combined,platinum,10,0.15764250048852474
vxo,one_sigma_supply_shock,combined,platinum,11,-0.08507017417028784
vxo,one_sigma_supply_shock,combined,platinum,12,0.0966723711594408
vxo,one_sigma_supply_shock,combined,platinum,13,0
vxo,one_sigma_supply_shock,combined,platinum,14,0
vxo,one_sigma_supply_shock,combined,platinum,15,0
vxo,one_sigma_supply_shock,combined,platinum,16,0
vxo,one_sigma_supply_shock,combined,platinum,17,0
vxo,one_sigma_supply_shock,combined,platinum,18,0
vxo,one_sigma_supply_shock,combined,platinum,19,0
vxo,one_sigma_supply_shock,combined,platinum,20,0
vxo,one_sigma_supply_shock,combined,platinum,21,0
vxo,one_sigma_supply_shock,combined,platinum,22,0
vxo,one_sigma_supply_shock,combined,platinum,23,0
vxo,one_sigma_supply_shock,combined,platinum,24,0
vxo,one_sigma_supply_shock,combined,silver,1,0
vxo,one_sigma_supply_shock,combined,silver,2,0
vxo,one_sigma_supply_shock,combined,silver,3,0.2869515586935627
vxo,one_sigma_supply_shock,combined,silver,4,0.2289832899393424
vxo,one_sigma_supply_shock,combined,silver,5,-0.06497783117205805
vxo,one_sigma_supply_shock,combined,silver,6,-0.05765459844885701
vxo,one_sigma_supply_shock,combined,silver,7,0.02995256918637645
vxo,one_sigma_supply_shock,combined,silver,8,0.14242327267170046
vxo,one_sigma_supply_shock,combined,silver,9,0.01150781324128416
vxo,one_sigma_supply_shock,combined,silver,10,0.06073930037882601
vxo,one_sigma_supply_shock,combined,silver,11,-0.05717504178928492
vxo,one_sigma_supply_shock,combined,silver,12,0.02037285622595809
vxo,one_sigma_supply_shock,combined,silver,13,0
vxo,one_sigma_supply_shock,combined,silver,14,0
vxo,one_sigma_supply_shock,combined,silver,15,0
vxo,one_sigma_supply_shock,combined,silver,16,0
vxo,one_sigma_supply_shock,combined,silver,17,0
vxo,one_sigma_supply_shock,combined,silver,18,0
vxo,one_sigma_supply_shock,combined,silver,19,0
vxo,one_sigma_supply_shock,combined,silver,20,0
vxo,one_sigma_supply_shock,combined,silver,21,0
vxo,one_sigma_supply_shock,combined,silver,22,0
vxo,one_sigma_supply_shock,combined,silver,23,0
vxo,one_sigma_supply_shock,combined,silver,24,0
vxo,one_sigma_supply_shock,combined,soybeans,1,0
vxo,one_sigma_supply_shock,combined,soybeans,2,0
vxo,one_sigma_supply_shock,combined,soybeans,3,-0.1388283890904354
vxo,one_sigma_supply_shock,combined,soybeans,4,-0.03540669469634767
vxo,one_sigma_supply_shock,combined,soybeans,5,-0.00358697619635639
vxo,one_sigma_supply_shock,combined,soybeans,6,0.19814099347844416
vxo,one_sigma_supply_shock,combined,soybeans,7,0.12276150862406704
vxo,one_sigma_supply_shock,combined,soybeans,8,-0.10988135856057296
vxo,one_sigma_supply_shock,combined,soybeans,9,0.10135273838365952
vxo,one_sigma_supply_shock,combined,soybeans,10,-0.0663555163352347
vxo,one_sigma_supply_shock,combined,soybeans,11,0.01317512068071796
vxo,one_sigma_supply_shock,combined,soybeans,12,-0.01994577653626623
vxo,one_sigma_supply_shock,combined,soybeans,13,0
vxo,one_sigma_supply_shock,combined,soybeans,14,0
vxo,one_sigma_supply_shock,combined,soybeans,15,0
vxo,one_sigma_supply_shock,combined,soybeans,16,0
vxo,one_sigma_supply_shock,combined,soybeans,17,0
vxo,one_sigma_supply_shock,combined,soybeans,18,0
vxo,one_sigma_supply_shock,combined,soybeans,19,0
vxo,one_sigma_supply_shock,combined,soybeans,20,0
vxo,one_sigma_supply_shock,combined,soybeans,21,0
vxo,one_sigma_supply_shock,combined,soybeans,22,0
vxo,one_sigma_supply_shock,combined,soybeans,23,0
vxo,one_sigma_supply_shock,combined,soybeans,24,0
vxo,one_sigma_supply_shock,combined,sugar_wld,1,0
vxo,one_sigma_supply_shock,combined,sugar_wld,2,0
vxo,one_sigma_supply_shock,combined,sugar_wld,3,0.3232602802725641
vxo,one_sigma_supply_shock,combined,sugar_wld,4,0.01730196872336758
vxo,one_sigma_supply_shock,combined,sugar_wld,5,-0.4075455436120134
vxo,one_sigma_supply_shock,combined,sugar_wld,6,0.20438994153650183
vxo,one_sigma_supply_shock,combined,sugar_wld,7,0.2563277818514934
vxo,one_sigma_supply_shock,combined,sugar_wld,8,0.1594372717331669
vxo,one_sigma_supply_shock,combined,sugar_wld,9,0.05179258888445798
vxo,one_sigma_supply_shock,combined,sugar_wld,10,-0.21015298263245571
vxo,one_sigma_supply_shock,combined,sugar_wld,11,-0.09064835514684932
vxo,one_sigma_supply_shock,combined,sugar_wld,12,-0.09651547476416576
vxo,one_sigma_supply_shock,combined,sugar_wld,13,0
vxo,one_sigma_supply_shock,combined,sugar_wld,14,0
vxo,one_sigma_supply_shock,combined,sugar_wld,15,0
vxo,one_sigma_supply_shock,combined,sugar_wld,16,0
vxo,one_sigma_supply_shock,combined,sugar_wld,17,0
vxo,one_sigma_supply_shock,combined,sugar_wld,18,0
vxo,one_sigma_supply_shock,combined,sugar_wld,19,0
vxo,one_sigma_supply_shock,combined,sugar_wld,20,0
vxo,one_sigma_supply_shock,combined,sugar_wld,21,0
vxo,one_sigma_supply_shock,combined,sugar_wld,22,0
vxo,one_sigma_supply_shock,combined,sugar_wld,23,0
vxo,one_sigma_supply_shock,combined,sugar_wld,24,0
vxo,one_sigma_supply_shock,combined,tin,1,0
vxo,one_sigma_supply_shock,combined,tin,2,0
vxo,one_sigma_supply_shock,combined,tin,3,0.6047903066184069
vxo,one_sigma_supply_shock,combined,tin,4,-0.01229361642969972
vxo,one_sigma_supply_shock,combined,tin,5,0.05133274835347942
vxo,one_sigma_supply_shock,combined,tin,6,0.06825185018086077
vxo,one_sigma_supply_shock,combined,tin,7,0.11081585848255011
vxo,one_sigma_supply_shock,combined,tin,8,-0.0251374238910057
vxo,one_sigma_supply_shock,combined,tin,9,-0.03495437563650903
vxo,one_sigma_supply_shock,combined,tin,10,0.09641286341045592
vxo,one_sigma_supply_shock,combined,tin,11,-0.08526791548447953
vxo,one_sigma_supply_shock,combined,tin,12,0.00214855836965677
vxo,one_sigma_supply_shock,combined,tin,13,0
vxo,one_sigma_supply_shock,combined,tin,14,0
vxo,one_sigma_supply_shock,combined,tin,15,0
vxo,one_sigma_supply_shock,combined,tin,16,0
vxo,one_sigma_supply_shock,combined,tin,17,0
vxo,one_sigma_supply_shock,combined,tin,18,0
vxo,one_sigma_supply_shock,combined,tin,19,0
vxo,one_sigma_supply_shock,combined,tin,20,0
vxo,one_sigma_supply_shock,combined,tin,21,0
vxo,one_sigma_supply_shock,combined,tin,22,0
vxo,one_sigma_supply_shock,combined,tin,23,0
vxo,one_sigma_supply_shock,combined,tin,24,0
vxo,one_sigma_supply_shock,combined,wheat_us_hrw,1,0
vxo,one_sigma_supply_shock,combined,wheat_us_hrw,2,0
vxo,one_sigma_supply_shock,combined,wheat_us_hrw,3,-0.10169723129268368
vxo,one_sigma_supply_shock,combined,wheat_us_hrw,4,0.23007204998272412
vxo,one_sigma_supply_shock,combined,wheat_us_hrw,5,0.03839606614535798
vxo,one_sigma_supply_shock,combined,wheat_us_hrw,6,-0.11796341375328984
vxo,one_sigma_supply_shock,combined,wheat_us_hrw,7,-0.01713395791708503
vxo,one_sigma_supply_shock,combined,wheat_us_hrw,8,-0.12225969204512646
vxo,one_sigma_supply_shock,combined,wheat_us_hrw,9,0.26436608458787764
vxo,one_sigma_supply_shock,combined,wheat_us_hrw,10,-0.00387465421448802
vxo,one_sigma_supply_shock,combined,wheat_us_hrw,11,-0.02528752223510902
vxo,one_sigma_supply_shock,combined,wheat_us_hrw,12,-0.04345685140179278
vxo,one_sigma_supply_shock,combined,wheat_us_hrw,13,0
vxo,one_sigma_supply_shock,combined,wheat_us_hrw,14,0
vxo,one_sigma_supply_shock,combined,wheat_us_hrw,15,0
vxo,one_sigma_supply_shock,combined,wheat_us_hrw,16,0
vxo,one_sigma_supply_shock,combined,wheat_us_hrw,17,0
vxo,one_sigma_supply_shock,combined,wheat_us_hrw,18,0
vxo,one_sigma_supply_shock,combined,wheat_us_hrw,19,0
vxo,one_sigma_supply_shock,combined,wheat_us_hrw,20,0
vxo,one_sigma_supply_shock,combined,wheat_us_hrw,21,0
vxo,one_sigma_supply_shock,combined,wheat_us_hrw,22,0
vxo,one_sigma_supply_shock,combined,wheat_us_hrw,23,0
vxo,one_sigma_supply_shock,combined,wheat_us_hrw,24,0
vxo,one_sigma_supply_shock,combined,zinc,1,0
vxo,one_sigma_supply_shock,combined,zinc,2,0
vxo,one_sigma_supply_shock,combined,zinc,3,0.4281332823464655
vxo,one_sigma_supply_shock,combined,zinc,4,0.04799136363565221
vxo,one_sigma_supply_shock,combined,zinc,5,0.2157234606981842
vxo,one_sigma_supply_shock,combined,zinc,6,-0.15443217130037054
vxo,one_sigma_supply_shock,combined,zinc,7,0.16055262674654305
vxo,one_sigma_supply_shock,combined,zinc,8,0.14816313762568034
vxo,one_sigma_supply_shock,combined,zinc,9,-0.05560530955423999
vxo,one_sigma_supply_shock,combined,zinc,10,-0.05287100057080275
vxo,one_sigma_supply_shock,combined,zinc,11,-0.15291014216405985
vxo,one_sigma_supply_shock,combined,zinc,12,0.10776464670595395
vxo,one_sigma_supply_shock,combined,zinc,13,0
vxo,one_sigma_supply_shock,combined,zinc,14,0
vxo,one_sigma_supply_shock,combined,zinc,15,0
vxo,one_sigma_supply_shock,combined,zinc,16,0
vxo,one_sigma_supply_shock,combined,zinc,17,0
vxo,one_sigma_supply_shock,combined,zinc,18,0
vxo,one_sigma_supply_shock,combined,zinc,19,0
vxo,one_sigma_supply_shock,combined,zinc,20,0
vxo,one_sigma_supply_shock,combined,zinc,21,0
vxo,one_sigma_supply_shock,combined,zinc,22,0
vxo,one_sigma_supply_shock,combined,zinc,23,0
vxo,one_sigma_supply_shock,combined,zinc,24,0
vxo,unit-shock-crude_wti,combined,aluminium,1,0
vxo,unit-shock-crude_wti,combined,aluminium,2,0
vxo,unit-shock-crude_wti,combined,aluminium,3,0.12691097289387968
vxo,unit-shock-crude_wti,combined,aluminium,4,-0.04289177914244194
vxo,unit-shock-crude_wti,combined,aluminium,5,-0.05229319053137304
vxo,unit-shock-crude_wti,combined,aluminium,6,-0.2980799213243439
vxo,unit-shock-crude_wti,combined,aluminium,7,-0.22318951025058725
vxo,unit-shock-crude_wti,combined,aluminium,8,-0.10718548685497252
vxo,unit-shock-crude_wti,combined,aluminium,9,0.03532440245864624
vxo,unit-shock-crude_wti,combined,aluminium,10,-0.03335259422616513
vxo,unit-shock-crude_wti,combined,aluminium,11,0.0296265350428576
vxo,unit-shock-crude_wti,combined,aluminium,12,0.09044032157342403
vxo,unit-shock-crude_wti,combined,aluminium,13,0
vxo,unit-shock-crude_wti,combined,aluminium,14,0
vxo,unit-shock-crude_wti,combined,aluminium,15,0
vxo,unit-shock-crude_wti,combined,aluminium,16,0
vxo,unit-shock-crude_wti,combined,aluminium,17,0
vxo,unit-shock-crude_wti,combined,aluminium,18,0
vxo,unit-shock-crude_wti,combined,aluminium,19,0
vxo,unit-shock-crude_wti,combined,aluminium,20,0
vxo,unit-shock-crude_wti,combined,aluminium,21,0
vxo,unit-shock-crude_wti,combined,aluminium,22,0
vxo,unit-shock-crude_wti,combined,aluminium,23,0
vxo,unit-shock-crude_wti,combined,aluminium,24,0
vxo,unit-shock-crude_wti,combined,cocoa,1,0
vxo,unit-shock-crude_wti,combined,cocoa,2,0
vxo,unit-shock-crude_wti,combined,cocoa,3,-0.06951378193300778
vxo,unit-shock-crude_wti,combined,cocoa,4,-0.03560187143967595
vxo,unit-shock-crude_wti,combined,cocoa,5,0.03573759615104387
vxo,unit-shock-crude_wti,combined,cocoa,6,-0.13927573847320973
vxo,unit-shock-crude_wti,combined,cocoa,7,0.15925214090701856
vxo,unit-shock-crude_wti,combined,cocoa,8,0.013763012909638
vxo,unit-shock-crude_wti,combined,cocoa,9,-0.00996755125271727
vxo,unit-shock-crude_wti,combined,cocoa,10,-0.09535751145700296
vxo,unit-shock-crude_wti,combined,cocoa,11,-0.10864668788829658
